no,Obsr_Spot_Code,Obsr_Spot_Nm,Do_Se_Code,Mgc_Code,Clmt_Zone_Code,Comm_Mthd_Code,Instl_La,Instl_Lo,Instl_Al,Instl_Adres,Obsr_Begin_Datetm
191,063356F008,제주시 구좌읍,8,3,20,1,33.5032190000000,126.7711060000000,126.0,제주특별자치도 제주시 구좌읍 덕천리 278-6,2016-10-01
192,063501F011,서귀포 대정읍,8,3,20,1,33.2740110000000,126.2276580000000,49.0,제주특별자치도 서귀포시 대정읍 무릉리 1485,2016-09-29
193,063532F013,서귀포 창천리,8,3,20,1,33.2652830000000,126.3673470000000,162.0,제주특별자치도 서귀포시 안덕면 창천리 183,2016-09-27
194,063541F014,서귀포 하원동,8,3,20,1,33.2746130000000,126.4810320000000,112.0,제주특별자치도 서귀포시 도순동 234-2,2016-09-27
195,063605F004,서귀포 신효동,8,3,20,1,33.2698420000000,126.6133310000000,75.0,제주특별자치도 서귀포시 신효동 548-11,2016-09-30
196,063607F015,서귀포 남원읍,8,3,20,1,33.3022700000000,126.6121300000000,193.0,제주특별자치도 서귀포시 남원읍 하례리 1318,2024-12-31
197,063616F005,서귀포 신흥리,8,3,20,1,33.3057450000000,126.7460680000000,45.0,제주특별자치도 서귀포시 남원읍 신흥리 1437-12,2016-03-02
198,063626F006,서귀포 표선면,8,3,20,1,33.3337800000000,126.7782500000000,102.0,제주특별자치도 서귀포시 표선면 토산리 723-1,2024-12-16
199,063641F007,서귀포 성산읍,8,3,20,1,33.4405210000000,126.8943900000000,41.0,제주특별자치도 서귀포시 성산읍 서성일로 1168번길 108-19,2024-12-16
200,695907A001,제주시 월각로,8,157,20,1,33.3769140000000,126.3297960000000,308.0,제주특별자치도 제주시 애월읍 월각로 563-20,2007-01-01
201,695971A001,제주시 김녕리,8,156,20,1,33.5502050000000,126.7505550000000,36.0,제주특별자치도 제주시 구좌읍 김녕남6길 8,2007-01-01
202,063352B012,제주시 세화리,8,156,20,1,33.5108350000000,126.8435520000000,36.0,"제주시 구좌읍 세화리 1703-29, 동부농업기술센터 실증포",2017-06-30
203,695913A001,제주시 곽지리,8,180,20,1,33.4492507000000,126.3223903000000,87.0,제주특별자치도 애월읍 애월리 1084-1,2021-08-31
204,699946A001,서귀포 하례리,8,159,20,1,33.2889900000000,126.6116700000000,142.0,제주시 서귀포 남원읍 하례리 1591-14,2007-01-01
205,695923A001,제주시 한림읍,8,158,20,1,33.3535429000000,126.2479350000000,19.0,제주특별자치도 제주시 월림7길 90,2007-01-01
206,695909B001,제주시 상귀길,8,161,20,1,33.4594100000000,126.4039180000000,102.0,제주특별자치도 제주시 애월읍 상귀길 173,2007-01-01
207,063531B010,서귀포 감산리,8,118,20,1,33.2610890000000,126.3549760000000,125.4,서귀포시 안덕면 감산리 228-2,2014-04-25
208,063336B011,제주시 조천읍,8,118,20,1,33.3171000000000,126.3749000000000,37.5,제주특별자치도 제주시 조천읍 신촌리 715,2013-05-01
209,063355A013,제주시 송당리,8,118,20,1,33.4561873000000,126.7800708000000,236.0,제주특별자치도 제주시 구좌읍 송당리 2105-3,2023-12-03
210,063550B007,서귀포 중문동,8,118,20,1,33.2663300000000,126.4322000000000,163.8,제주특별자치도 서귀포시 중문동 912,2014-04-25
211,063057B009,제주시 애월읍,8,118,20,1,33.4477240000000,126.4123020000000,199.1,제주특별자치도 제주시 애월읍 상귀리 940,2014-05-01
212,053359B008,제주시 한동리,8,118,20,1,33.5348360000000,126.8323440000000,9.0,제주특별자치도 제주시 구좌읍 한동리 55-1,2007-01-01
213,137180A001,서울시 서초구,9,142,13,1,37.4654109541551,127.0899665372639,58.0,서울특별시 서초구 헌인릉1길 83-9  (내곡동),2012-05-26
214,409911A001,옹진군 백령면,12,120,13,1,37.9574200000000,124.7106300000000,11.0,인천광역시 옹진군 백령면 진촌리 2359-4,2014-12-18
215,045012F021,울주군 서생면,15,3,19,1,35.3639380000000,129.3025780000000,65.0,울산광역시 울주군 서생면 위양리 725-1,2017-11-24
216,689861A001,울주군 청량읍,15,121,19,1,35.5241169070790,129.2670428978857,51.0,울산광역시 울주군 청량면 청량천변로 211,2009-03-02
217,409871A001,옹진군 영흥면,12,120,13,1,37.2528839010914,126.4603448511363,11.0,인천광역시 옹진군 영흥면 영흥남로435번길 29,2012-05-26
218,618803A001,부산시 강서구,10,119,16,1,35.2093723310087,128.9612846841306,3.0,경남 부산시 강서구 대저1동 2038,2010-12-20
